prep_root,panel,label,label_base,excluded_from_primary,n_cells,n_units_present,median_fraction_when_present,mean_fraction_when_present,max_fraction_when_present,n_units_total,fraction_units_present
compartment_state,AR,stroma__PD1,stroma,False,93004,930,0.0022658817086527927,0.011868670143627332,0.6728691476590636,1071,0.8683473389355743
compartment_state,AR,immune__PD1,immune,False,88079,958,0.004011095637410015,0.012392520204887344,0.32347461574289704,1071,0.8944911297852475
compartment_state,AR,tumor__PDL1,tumor,False,74444,935,0.0016970725498515061,0.011320565057970135,0.3011799747966548,1071,0.873015873015873
compartment_state,AR,immune__PD1_PDL1,immune,False,37187,720,0.0014868898419620096,0.00660696371097595,0.0977100818568024,1071,0.6722689075630253
compartment_state,AR,stroma__PD1_PDL1,stroma,False,10559,493,0.0005061582588155897,0.002732073627591688,0.07807363576594346,1071,0.4603174603174603
phenotype_only,AR,stroma,stroma,False,6330004,1071,0.6941056043674827,0.6232334573651906,0.8994641490176065,1071,1.0
phenotype_only,AR,tumor,tumor,False,1346819,1071,0.12070165668940554,0.18284069703323538,0.7842631898120073,1071,1.0
phenotype_only,AR,t_cell,t_cell,False,1017833,1071,0.08302261993537162,0.09554720209907722,0.4445034519383962,1071,1.0
phenotype_only,AR,macrophage,macrophage,False,843785,1071,0.0795303500221533,0.0924617998592334,0.3823490553573788,1071,1.0
phenotype_only,AR,cd8_t_cell,cd8_t_cell,False,42963,670,0.0033343631899015003,0.00945811871930614,0.11522080251064784,1071,0.6255835667600373
phenotype_only,BT,stroma,stroma,False,4422860,1098,0.6536588120647242,0.6082344357114061,0.9981751824817519,1098,1.0
phenotype_only,BT,tumour,tumour,False,1500610,1051,0.13580916237462726,0.2362377584357955,0.9191919191919192,1098,0.9571948998178507
phenotype_only,BT,t_cell,t_cell,False,467864,1086,0.04634492246411753,0.05999527267233369,0.35098522167487683,1098,0.9890710382513661
phenotype_only,BT,cd8_t_cell,cd8_t_cell,False,355694,1093,0.032880902313133245,0.04711281329935687,0.2867501647989453,1098,0.9954462659380692
phenotype_only,BT,treg_cell,treg_cell,False,191367,1012,0.017751026561573322,0.025291963647522123,0.1693421052631579,1098,0.9216757741347905
phenotype_only,BT,b_cell,b_cell,False,171577,1021,0.008135225526529875,0.022616804059075155,0.5452272139346382,1098,0.9298724954462659
phenotype_only,BT,plasma_cell,plasma_cell,False,115503,1008,0.0070575925261815164,0.016405069701285236,0.17033525228581103,1098,0.9180327868852459
